,State,Districts,Type,Operation,Count
4069,KL,Malappuram,total,other,32
4070,KL,Malappuram,total,recovered,562111
4071,KL,Malappuram,total,tested,469850
4072,KL,Malappuram,total,vaccinated1,2833303
4073,KL,Malappuram,total,vaccinated2,1103557
4074,KL,Palakkad,delta,confirmed,339
4075,KL,Palakkad,delta,deceased,16
4076,KL,Palakkad,delta,recovered,423
4077,KL,Palakkad,delta,vaccinated1,37
4078,KL,Palakkad,delta,vaccinated2,397
4079,KL,Palakkad,delta21_14,confirmed,3177
4080,KL,Palakkad,delta7,confirmed,2560
4081,KL,Palakkad,delta7,deceased,175
4082,KL,Palakkad,delta7,recovered,2544
4083,KL,Palakkad,delta7,vaccinated1,8712
4084,KL,Palakkad,delta7,vaccinated2,57261
4085,KL,Palakkad,meta,population,2810892
4086,KL,Palakkad,meta,tested,10/19/2020
4087,KL,Palakkad,total,confirmed,373839
4088,KL,Palakkad,total,deceased,2881
4089,KL,Palakkad,total,other,24
4090,KL,Palakkad,total,recovered,364351
4091,KL,Palakkad,total,tested,226562
4092,KL,Palakkad,total,vaccinated1,1989222
4093,KL,Palakkad,total,vaccinated2,950909
4094,KL,Pathanamthitta,delta,confirmed,447
4095,KL,Pathanamthitta,delta,deceased,2
4096,KL,Pathanamthitta,delta,recovered,406
4097,KL,Pathanamthitta,delta,vaccinated1,149
4098,KL,Pathanamthitta,delta,vaccinated2,1275
4099,KL,Pathanamthitta,delta21_14,confirmed,2683
4100,KL,Pathanamthitta,delta7,confirmed,2953
4101,KL,Pathanamthitta,delta7,deceased,122
4102,KL,Pathanamthitta,delta7,recovered,2635
4103,KL,Pathanamthitta,delta7,vaccinated1,2637
4104,KL,Pathanamthitta,delta7,vaccinated2,29343
4105,KL,Pathanamthitta,meta,population,1195537
4106,KL,Pathanamthitta,meta,tested,1/1/2021
4107,KL,Pathanamthitta,total,confirmed,193406
4108,KL,Pathanamthitta,total,deceased,1076
4109,KL,Pathanamthitta,total,other,11
4110,KL,Pathanamthitta,total,recovered,184979
4111,KL,Pathanamthitta,total,tested,306034
